Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	
Low Noise Accelerometer X	Low Noise Accelerometer X	Low Noise Accelerometer Z	Low Noise Accelerometer Z	Low Noise Accelerometer Y	Low Noise Accelerometer Y	Wide Range Accelerometer X	Wide Range Accelerometer X	Wide Range Accelerometer Z	Wide Range Accelerometer Z	Wide Range Accelerometer Y	Wide Range Accelerometer Y	Event_Marker	Timestamp	Timestamp	Magnetometer Z	Magnetometer Z	Magnetometer X	Magnetometer X	Magnetometer Y	Magnetometer Y	Gyroscope Y	Gyroscope Y	Gyroscope Z	Gyroscope Z	Gyroscope X	Gyroscope X	
CAL	UNCAL	CAL	UNCAL	CAL	UNCAL	CAL	UNCAL	CAL	UNCAL	UNCAL	CAL	CAL	UNCAL	CAL	CAL	UNCAL	CAL	UNCAL	CAL	UNCAL	CAL	UNCAL	UNCAL	CAL	UNCAL	CAL	
m/(s^2)	no units	m/(s^2)	no units	m/(s^2)	no units	m/(s^2)	no units	m/(s^2)	no units	no units	m/(s^2)	no units	no units	ms	local_flux	no units	local_flux	no units	local_flux	no units	deg/s	no units	no units	deg/s	no units	deg/s	
0.5673483710686529	2086.0	10.199840764307822	1232.0	-0.1935329279233436	2026.0	0.39239730226854685	-640.0	9.692213366033108	-15808.0	-768.0	-0.47087676272225626	0.0	43873.0	1338.897705078125	0.7434782608695653	1243.0	0.2868686868686869	-615.0	-0.6247504990019961	-448.0	-6.203984367222541	160.0	-133.0	2.9461457651085396	361.0	-1.7022187114608547	
0.5796626664628306	2087.0	10.199832980952953	1232.0	-0.20545805557403485	2025.0	0.3139178418148375	-512.0	9.809932556713672	-16000.0	-768.0	-0.47087676272225626	0.0	44513.0	1358.428955078125	0.7478260869565218	1245.0	0.27070707070707073	-623.0	-0.6227544910179642	-449.0	-7.160007053404737	127.0	-169.0	3.532339033371978	424.0	-1.190757343914622	
0.79935254235944	2088.0	10.20782973191629	1231.0	-0.21522938207651973	2007.0	0.510116492949111	-832.0	9.770692826486817	-15936.0	-896.0	-0.5493562231759657	0.0	45153.0	1377.960205078125	0.7478260869565218	1245.0	0.2787878787878788	-619.0	-0.6407185628742516	-440.0	-8.00244447648404	39.0	-193.0	3.897256646300316	480.0	0.15607007214126628	
0.7629979015781557	2078.0	10.352466993068258	1219.0	-0.09366462816196955	2010.0	0.7847946045370937	-1280.0	9.888412017167381	-16128.0	-704.0	-0.4316370324954016	0.0	45793.0	1397.491455078125	0.741304347826087	1242.0	0.2909090909090909	-613.0	-0.6127744510978045	-454.0	-6.47762854479512	66.0	-160.0	3.312802689279919	380.0	-0.2698244750083226	
0.6770629231373144	2082.0	10.245432044483191	1228.0	-0.14378709851656596	2017.0	0.7847946045370937	-1280.0	9.888412017167381	-16128.0	-704.0	-0.4316370324954016	0.0	46433.0	1417.022705078125	0.7391304347826088	1241.0	0.27474747474747474	-621.0	-0.660678642714571	-430.0	-4.889140357918092	151.0	-199.0	3.838662584266159	276.0	-1.5784850222763325	
0.786542608801388	2081.0	10.23078739795544	1229.0	-0.1307905553541184	2008.0	0.627835683629675	-1024.0	9.849172286940528	-16064.0	-640.0	-0.39239730226854685	0.0	47073.0	1436.553955078125	0.7478260869565218	1245.0	0.298989898989899	-609.0	-0.6367265469061877	-442.0	-5.896549229643009	46.0	-129.0	2.7954246523732	342.0	0.028547241345859748	
0.9705071061295678	2084.0	10.300950905681448	1223.0	-0.1643938536168295	1993.0	0.5885959534028203	-960.0	9.809932556713672	-16000.0	-640.0	-0.39239730226854685	0.0	47713.0	1456.085205078125	0.7260869565217392	1235.0	0.28888888888888886	-614.0	-0.6626746506986029	-429.0	-6.096296072875559	-33.0	-152.0	3.1060937823671813	356.0	1.2320656223257138	
