9.575,-0.21368,2.2679,9.6603,-0.051074,2.1706,-0.32111,1.1961,-0.39199,-0.095419,1.3999,-1.7689
9.6917,-0.77455,1.5207,9.7721,-0.61854,1.3931,-0.46206,1.1657,-0.44614,-0.027967,0.87936,-0.95759
9.7081,-0.42885,1.5711,9.7863,-0.28818,1.4414,-0.41624,1.1745,-0.44172,-0.35123,1.3588,-1.1409
9.6018,-0.57392,2.0992,9.6787,-0.40705,2.0056,-0.39812,1.1907,-0.40305,-0.26107,1.2109,-0.84873
9.7322,-0.29719,1.4837,9.8085,-0.16577,1.3494,-0.41486,1.1741,-0.44486,-0.8546,1.0791,-1.5418
9.7418,1.0839,1.1871,9.8147,1.1517,1.0209,-0.24322,1.1787,-0.48725,-0.39887,0.31335,-0.46688
9.7993,0.27078,0.93565,9.8813,0.33986,0.7527,-0.33126,1.1597,-0.51012,-1.5014,0.33147,-1.9018
9.7936,-0.091163,1.0113,9.868,-0.0014901,0.83645,-0.37182,1.1591,-0.51045,-0.27817,0.77847,-1.5817
9.6118,-0.78222,1.9774,9.6965,-0.59242,1.8792,-0.37458,1.1799,-0.41805,0.21271,0.93655,-0.75723
9.7196,-0.22239,1.5706,9.8021,-0.077482,1.4412,-0.37201,1.1833,-0.45632,0.29549,1.1248,-1.4349
