Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	
Low Noise Accelerometer X	Low Noise Accelerometer X	Low Noise Accelerometer Z	Low Noise Accelerometer Z	Low Noise Accelerometer Y	Low Noise Accelerometer Y	Wide Range Accelerometer X	Wide Range Accelerometer X	Wide Range Accelerometer Z	Wide Range Accelerometer Z	Wide Range Accelerometer Y	Wide Range Accelerometer Y	Event_Marker	Timestamp	Timestamp	Magnetometer Z	Magnetometer Z	Magnetometer X	Magnetometer X	Magnetometer Y	Magnetometer Y	Gyroscope Y	Gyroscope Y	Gyroscope Z	Gyroscope Z	Gyroscope X	Gyroscope X	
CAL	UNCAL	CAL	UNCAL	CAL	UNCAL	CAL	UNCAL	CAL	UNCAL	UNCAL	CAL	CAL	UNCAL	CAL	CAL	UNCAL	UNCAL	CAL	UNCAL	CAL	UNCAL	CAL	UNCAL	CAL	CAL	UNCAL	
m/(s^2)	no units	m/(s^2)	no units	m/(s^2)	no units	m/(s^2)	no units	m/(s^2)	no units	no units	m/(s^2)	no units	no units	ms	local_flux	no units	no units	local_flux	no units	local_flux	no units	deg/s	no units	deg/s	deg/s	no units	
9.704684551641307	1907.0	-0.7573818292146901	2112.0	1.9448947139712536	1266.0	9.849172286940528	-16064.0	-0.510116492949111	832.0	3008.0	1.8442673206621703	0.0	27685.0	844.879150390625	-0.41956521739130437	708.0	-172.0	1.1818181818181819	-555.0	-0.4111776447105789	-171.0	-0.08234087277385758	-30.0	0.7744826705451642	3.2707853859140505	-36.0	
9.753088398498365	1907.0	-0.7949374416523736	2115.0	1.9450031963154473	1262.0	9.692213366033108	-15808.0	-0.5885959534028203	960.0	3008.0	1.8442673206621703	0.0	28325.0	864.410400390625	-0.4152173913043478	710.0	-180.0	1.1656565656565656	-553.0	-0.41516966067864275	-253.0	-0.28973955435338183	1.0	0.2742640710322597	4.52000766170323	-22.0	
9.691396250155845	1902.0	-0.8070887712182695	2116.0	2.004505725391785	1267.0	9.888412017167381	-16128.0	-0.6670754138565297	1088.0	3072.0	1.883507050889025	0.0	28965.0	883.941650390625	-0.4282608695652174	704.0	-184.0	1.1575757575757575	-540.0	-0.44111776447105794	-293.0	1.756364650246437	-2.0	0.1524981288760338	5.1079116386686385	-155.0	
9.594237336224625	1907.0	-0.8283073420680194	2118.0	1.9430809866885537	1275.0	9.692213366033108	-15808.0	-0.5885959534028203	960.0	3008.0	1.8442673206621703	0.0	29605.0	903.472900390625	-0.4108695652173913	712.0	-173.0	1.1797979797979798	-563.0	-0.3952095808383234	-256.0	1.730985700192633	29.0	-0.28799360668870344	4.545427785583626	-154.0	
9.643009673535254	1910.0	-0.8651476495075997	2121.0	1.907055728674011	1271.0	9.692213366033108	-15808.0	-0.627835683629675	1024.0	2880.0	1.765787860208461	0.0	30245.0	923.004150390625	-0.4217391304347826	707.0	-175.0	1.1757575757575758	-547.0	-0.4271457085828344	-234.0	-0.5168168660410581	65.0	-0.6578926525931212	4.2333050507896886	-8.0	
9.654347804058588	1906.0	-0.9029183468800419	2124.0	1.9549841740898573	1270.0	9.770692826486817	-15936.0	-0.7847946045370937	1280.0	2944.0	1.8050275904353157	0.0	30885.0	942.535400390625	-0.4152173913043478	710.0	-174.0	1.1777777777777778	-543.0	-0.43512974051896214	-222.0	-0.3695420724454075	94.0	-1.0956252066948937	4.04932279715031	-18.0	
9.605581943086635	1906.0	-0.9019334734630918	2124.0	1.9545063642143072	1274.0	9.770692826486817	-15936.0	-0.745554874310239	1216.0	3072.0	1.883507050889025	0.0	31525.0	962.066650390625	-0.4260869565217391	705.0	-178.0	1.1696969696969697	-533.0	-0.45508982035928147	-233.0	0.41619649132789255	81.0	-0.9621020772170037	4.2087657917407135	-69.0	
9.593024146169638	1904.0	-0.9143543714478344	2125.0	1.9783529628074583	1275.0	9.652973635806253	-15744.0	-0.7063151440833844	1152.0	3072.0	1.883507050889025	0.0	32165.0	981.597900390625	-0.40869565217391307	713.0	-178.0	1.1696969696969697	-561.0	-0.3992015968063873	-182.0	-0.7272295730006304	88.0	-0.9564405334070384	3.4445346531444554	5.0	
9.616922232389532	1903.0	-0.9516559821764108	2128.0	1.9902671203334559	1273.0	9.731453096259962	-15872.0	-0.7063151440833844	1152.0	3072.0	1.883507050889025	0.0	32805.0	1001.129150390625	-0.4152173913043478	710.0	-180.0	1.1656565656565656	-544.0	-0.4331337325349302	-82.0	-0.5220075205939702	54.0	-0.40014235891711936	1.9215698850918712	-9.0	
9.617163575132794	1903.0	-0.9272754894959218	2126.0	1.9905133386876934	1273.0	9.692213366033108	-15808.0	-0.7063151440833844	1152.0	3008.0	1.8442673206621703	0.0	33445.0	1020.660400390625	-0.42391304347826086	706.0	-171.0	1.183838383838384	-551.0	-0.4191616766467066	-29.0	1.2818222400666277	42.0	-0.3135355192739812	1.0974479372951513	-127.0	
9.557408645075048	1901.0	-0.7802383116405356	2114.0	2.0154825467078386	1278.0	9.613733905579398	-15680.0	-0.5885959534028203	960.0	3136.0	1.9227467811158798	0.0	34085.0	1040.191650390625	-0.4173913043478261	709.0	-176.0	1.1737373737373737	-562.0	-0.39720558882235535	9.0	1.5888605084395122	3.0	0.272920134146611	0.5164307865505859	-147.0	
9.594224383547276	1901.0	-0.7565964740227592	2112.0	2.016087122468739	1275.0	9.613733905579398	-15680.0	-0.5885959534028203	960.0	3136.0	1.9227467811158798	0.0	34725.0	1059.722900390625	-0.41956521739130437	708.0	-179.0	1.1676767676767676	-541.0	-0.439121756487026	29.0	0.45729756364586616	-39.0	0.9935293729057662	0.22356390649281893	-73.0	
9.656269910886456	1902.0	-0.6600671600726229	2104.0	2.0056246781105473	1270.0	9.692213366033108	-15808.0	-0.47087676272225626	768.0	3200.0	1.9619865113427344	0.0	35365.0	1079.254150390625	-0.4173913043478261	709.0	-174.0	1.1777777777777778	-559.0	-0.40319361277445115	37.0	0.764218402505088	-48.0	1.111967136406389	0.09882169430194533	-93.0	
9.668579888721519	1901.0	-0.6361713207457391	2102.0	2.0180349290532513	1269.0	9.809932556713672	-16000.0	-0.47087676272225626	768.0	3200.0	1.9619865113427344	0.0	36005.0	1098.785400390625	-0.40869565217391307	713.0	-172.0	1.1818181818181819	-565.0	-0.39121756487025955	47.0	0.9337134198282586	-63.0	1.3311414896126994	-0.05496451062413811	-104.0	
9.73002853554122	1905.0	-0.6364486725194556	2102.0	1.9704538709193735	1264.0	9.731453096259962	-15872.0	-0.4316370324954016	704.0	3072.0	1.883507050889025	0.0	36645.0	1118.316650390625	-0.40652173913043477	714.0	-175.0	1.1757575757575758	-539.0	-0.44311377245508987	-40.0	0.9585970424418162	-42.0	0.9616392541141587	1.2679805694995363	-105.0	
9.742586332458215	1907.0	-0.624027774534713	2101.0	1.9466072723262224	1263.0	9.849172286940528	-16064.0	-0.3139178418148375	512.0	2944.0	1.8050275904353157	0.0	37285.0	1137.847900390625	-0.4152173913043478	710.0	-169.0	1.187878787878788	-559.0	-0.40319361277445115	-109.0	1.1784377660460617	-9.0	0.4096085297513603	2.315211820058171	-119.0	
